task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	%mem	peak_rss	peak_vmem	rchar	wchar
392	d4/d81d5d	638688	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 14:01:37.581	31m 55s	31m 51s	336.1%	6.7 GB	1.3%	6.9 GB	9.4 GB	137.4 GB	120.5 GB
390	a7/8c75c8	638685	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 13:58:52.590	35m 30s	35m 28s	296.8%	119.9 GB	23.8%	119.9 GB	126.5 GB	127.2 GB	110.3 GB
400	90/dc1ca6	638695	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 14:10:57.831	25m 30s	25m 27s	560.1%	97.8 GB	19.4%	97.8 GB	103.2 GB	147.6 GB	144 GB
391	ab/1cbe3a	638686	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 14:00:42.592	36m 45s	36m 43s	335.2%	7.1 GB	1.4%	7.1 GB	9.4 GB	180 GB	177.8 GB
399	59/890c44	638693	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 14:09:47.713	28m	27m 55s	527.8%	86 GB	17.1%	86.4 GB	92.8 GB	147.6 GB	144.1 GB
393	31/3ad032	638689	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 14:02:22.573	35m 40s	35m 39s	488.9%	87.4 GB	17.4%	87.5 GB	93 GB	189.9 GB	198.4 GB
397	98/9b74c4	638692	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 14:05:47.685	33m 15s	33m 11s	376.9%	122.3 GB	24.3%	122.3 GB	127.6 GB	180.8 GB	178.6 GB
378	fc/c07da5	638673	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 13:48:47.531	50m 40s	50m 39s	531.0%	118.9 GB	23.6%	122.3 GB	127.7 GB	189.3 GB	187 GB
394	16/ede33d	638694	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 14:10:22.671	29m 45s	29m 44s	487.2%	74.1 GB	14.7%	74.3 GB	76.4 GB	147.6 GB	144 GB
385	f9/cfb830	638671	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 13:47:37.530	53m 15s	53m 12s	501.2%	6.9 GB	1.4%	7.1 GB	9.8 GB	188.5 GB	186.1 GB
372	f6/f8aae9	638661	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 13:37:42.472	1h 4m 50s	1h 4m 50s	356.9%	94.9 GB	18.8%	97.2 GB	105.4 GB	140.6 GB	123.3 GB
401	d3/d1835f	638697	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:7;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 14:14:22.706	31m	30m 55s	343.7%	20.6 GB	4.1%	20.7 GB	22.9 GB	135.7 GB	118.8 GB
396	44/5dea1c	638691	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:7;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 14:04:37.680	41m 55s	41m 53s	557.1%	34 GB	6.7%	34.4 GB	37.4 GB	145.1 GB	127.9 GB
388	c4/9b2588	638687	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 14:01:22.619	45m 45s	45m 42s	578.6%	35 GB	6.9%	35 GB	37.8 GB	184.5 GB	182.2 GB
398	b2/b826f0	638696	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 14:11:07.651	36m 10s	36m 6s	346.6%	20.8 GB	4.1%	21 GB	23.1 GB	178.2 GB	176 GB
406	c8/49d19c	638701	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 14:19:12.762	29m 40s	29m 37s	580.5%	110.8 GB	22.0%	111.1 GB	114 GB	189.9 GB	198.4 GB
409	19/a236ca	638700	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 14:18:32.845	31m 15s	31m 13s	470.2%	107.8 GB	21.4%	108.3 GB	113.6 GB	147.5 GB	144 GB
395	f3/632c70	638690	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 14:04:02.625	46m 45s	46m 42s	570.6%	21 GB	4.2%	21.1 GB	23.3 GB	186.5 GB	184.1 GB
404	c8/b88dc2	638699	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 14:16:32.709	34m 20s	34m 14s	502.4%	98.2 GB	19.5%	99.2 GB	103.7 GB	189.9 GB	198.4 GB
405	e7/97eacf	638698	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:7;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 14:14:27.691	38m 15s	38m 11s	284.6%	33.6 GB	6.7%	34.4 GB	37.3 GB	135.7 GB	118.8 GB
410	fa/7702f3	638705	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:6;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 14:27:02.964	25m 50s	25m 48s	554.9%	119.2 GB	23.7%	119.7 GB	123.8 GB	147.5 GB	144 GB
411	c8/d766cd	638707	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:6;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 14:27:07.759	30m 15s	30m 10s	559.1%	122.2 GB	24.3%	122.2 GB	124.3 GB	189.9 GB	198.4 GB
407	c3/8c65e7	638703	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 14:24:17.889	33m 15s	33m 13s	366.1%	49 GB	9.7%	49 GB	53.6 GB	174.7 GB	172.4 GB
415	88/b1c0cd	638711	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 14:29:22.795	28m 20s	28m 16s	611.1%	8.9 GB	1.8%	8.9 GB	10.8 GB	190 GB	198.5 GB
417	20/737d08	638713	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:7;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 14:34:22.817	23m 30s	23m 26s	614.4%	10.2 GB	2.0%	10.2 GB	12.9 GB	147.9 GB	144.3 GB
